,Close
0,0.0
1,0.686
2,0.602
3,0.801
4,0.884
5,0.773
6,0.856
7,0.773
8,0.838
9,0.953
10,0.876
11,0.822
12,0.651
13,0.659
14,0.574
15,0.771
16,0.783
17,0.68
18,0.704
19,0.667
20,0.623
21,0.471
22,0.351
23,0.505
24,0.604
25,0.753
26,0.757
27,1.0
28,0.842
29,0.921
30,0.925
31,0.791
32,0.594
33,0.613
34,0.72
35,0.623
36,0.513
37,0.588
38,0.493
39,0.675
40,0.688
41,0.775
42,0.596
43,0.673
44,0.647
45,0.625
