,Close
0,0.123
1,0.083
2,0.072
3,0.107
4,0.057
5,0.058
6,0.026
7,0.0
8,0.091
9,0.091
10,0.183
11,0.244
12,0.253
13,0.251
14,0.279
15,0.223
16,0.318
17,0.306
18,0.328
19,0.376
20,0.367
21,0.359
22,0.384
23,0.387
24,0.413
25,0.367
26,0.426
27,0.452
28,0.548
29,0.537
30,0.583
31,0.551
32,0.638
33,0.537
34,0.481
35,0.495
36,0.476
37,0.468
38,0.42
39,0.326
40,0.357
41,0.378
42,0.342
43,0.347
44,0.318
45,0.369
46,0.362
47,0.414
48,0.389
49,0.336
50,0.323
51,0.374
52,0.457
53,0.395
54,0.379
55,0.428
56,0.397
57,0.367
58,0.354
59,0.27
60,0.343
61,0.342
62,0.334
63,0.434
64,0.503
65,0.501
66,0.491
67,0.437
68,0.46
69,0.521
70,0.541
71,0.743
72,0.68
73,0.754
74,0.682
75,0.715
76,0.663
77,0.695
78,0.711
79,0.794
80,0.816
81,0.909
82,1.0
83,0.998
84,0.907
85,0.861
86,0.854
87,0.854
88,0.854
89,0.854
90,0.854
91,0.905
92,0.918
93,0.895
94,0.915
95,0.915
96,0.91
97,0.91
98,0.935
99,0.949
100,0.945
101,0.996
102,0.831
103,0.836
104,0.854
105,0.854
106,0.848
107,0.828
108,0.79
109,0.739
110,0.742
111,0.845
112,0.739
113,0.764
114,0.672
115,0.588
116,0.669
117,0.604
118,0.629
119,0.643
120,0.622
121,0.627
122,0.619
123,0.512
124,0.536
125,0.485
126,0.529
127,0.496
128,0.52
129,0.566
130,0.526
131,0.543
132,0.527
133,0.562
134,0.554
135,0.558
136,0.499
137,0.535
138,0.553
139,0.541
140,0.523
141,0.523
142,0.532
143,0.555
144,0.566
145,0.667
146,0.669
147,0.727
148,0.775
149,0.724
150,0.733
151,0.703
152,0.644
153,0.666
154,0.68
155,0.629
156,0.652
157,0.631
158,0.652
159,0.596
160,0.576
161,0.602
162,0.549
163,0.576
164,0.562
165,0.532
166,0.495
167,0.487
168,0.487
169,0.436
170,0.435
171,0.306
172,0.207
173,0.019
174,0.038
175,0.08
176,0.156
