,Close
0,0.883
1,0.763
2,0.715
3,0.482
4,0.428
5,0.397
6,0.211
7,0.211
8,0.0
9,0.131
10,0.2
11,0.291
12,0.391
13,0.442
14,0.506
15,0.471
16,0.446
17,0.592
18,0.865
19,0.707
20,0.847
21,0.81
22,0.62
23,0.65
24,0.709
25,0.572
26,0.478
27,0.489
28,0.452
29,0.222
30,0.142
31,0.424
32,0.292
33,0.157
34,0.123
35,0.16
36,0.253
37,0.317
38,0.321
39,0.212
40,0.588
41,0.661
42,0.843
43,1.0
