,Close
0,1.0
1,0.808
2,0.611
3,0.705
4,0.543
5,0.442
6,0.523
7,0.438
8,0.404
9,0.306
10,0.247
11,0.229
12,0.264
13,0.232
14,0.123
15,0.115
16,0.009
17,0.0
18,0.367
19,0.339
20,0.673
21,0.699
22,0.731
23,0.614
24,0.511
25,0.405
26,0.282
27,0.214
28,0.084
29,0.203
30,0.32
31,0.768
