,Close
0,0.957
1,0.897
2,0.741
3,0.864
4,0.965
5,1.0
6,0.794
7,0.716
8,0.605
9,0.368
10,0.438
11,0.459
12,0.426
13,0.315
14,0.241
15,0.0
16,0.436
17,0.286
18,0.395
19,0.43
20,0.521
21,0.455
22,0.243
