,Close
0,0.0
1,0.069
2,0.382
3,0.442
4,0.552
5,1.0
6,0.969
7,0.743
8,0.74
9,0.505
10,0.752
11,0.956
12,0.859
13,0.68
14,0.605
15,0.853
16,0.972
17,0.348
