,Close
0,0.0
1,0.177
2,0.395
3,0.408
4,0.711
5,0.784
6,0.799
7,0.876
8,0.897
9,0.919
10,1.0
11,0.771
12,0.491
13,0.504
14,0.498
15,0.41
16,0.353
17,0.408
18,0.143
19,0.128
20,0.209
21,0.403
22,0.327
23,0.338
24,0.595
25,0.587
26,0.909
27,0.866
28,0.886
29,0.783
30,0.615
31,0.975
32,0.985
33,0.632
34,0.585
35,0.517
36,0.1
