,Close
0,0.74
1,0.844
2,0.61
3,0.532
4,0.221
5,0.338
6,0.208
7,0.532
8,0.753
9,0.792
10,0.792
11,0.87
12,0.87
13,0.883
14,0.805
15,0.805
16,0.416
17,0.13
18,0.0
19,0.208
20,1.0
