,Close
0,1.0
1,0.701
2,0.654
3,0.656
4,0.706
5,0.472
6,0.413
7,0.0
8,0.194
9,0.25
10,0.252
11,0.62
12,0.84
13,0.683
14,0.499
15,0.46
16,0.119
17,0.051
18,1.0
