,Close
0,0.0
1,0.215
2,0.344
3,0.325
4,0.26
5,0.477
6,0.467
7,0.535
8,0.488
9,0.664
10,0.93
11,0.997
12,0.865
13,0.858
14,0.93
15,0.166
16,0.393
17,0.46
18,0.682
19,1.0
20,0.788
