,Close
0,0.0
1,0.1
2,0.177
3,0.201
4,0.249
5,0.163
6,0.105
7,0.282
8,0.612
9,0.641
10,0.679
11,0.756
12,0.694
13,0.713
14,0.766
15,0.928
16,0.962
17,0.847
18,0.569
19,0.536
20,0.282
21,0.263
22,0.163
23,0.139
24,0.124
25,0.278
26,0.373
27,0.603
28,0.708
29,0.622
30,0.617
31,0.66
32,0.742
33,0.837
34,0.861
35,0.789
36,0.632
37,0.876
38,1.0
39,0.809
40,0.852
41,0.665
42,0.512
43,0.335
44,0.225
45,0.177
