,Close
0,0.651
1,0.934
2,0.783
3,0.792
4,0.67
5,0.462
6,0.811
7,0.491
8,0.0
9,0.047
10,0.396
11,0.575
12,0.604
13,0.698
14,0.774
15,1.0
16,0.896
