,Close
0,0.333
1,0.0
2,0.662
3,0.766
4,0.771
5,0.254
6,0.532
7,0.886
8,0.866
9,0.711
10,0.184
11,0.975
12,1.0
13,0.622
14,0.627
15,0.124
