,Close
0,0.028
1,0.421
2,0.72
3,0.729
4,0.701
5,0.617
6,0.617
7,0.224
8,0.0
9,0.103
10,0.112
11,0.804
12,0.692
13,0.879
14,0.336
15,0.393
16,1.0
17,0.981
18,0.0
