,Close
0,0.0
1,0.423
2,0.393
3,0.714
4,0.752
5,0.926
6,0.849
7,0.816
8,0.516
9,0.427
10,0.395
11,0.182
12,0.386
13,0.399
14,0.751
15,0.868
16,1.0
17,0.873
18,0.762
19,0.665
20,0.566
21,0.473
22,0.582
23,0.736
24,0.777
25,0.678
26,0.555
27,0.614
28,0.395
29,0.273
30,0.335
31,0.175
